xref_interpro,count,interpro_name
IPR038302,2,"Envelope glycoprotein M superfamily, flavivirus (homologous_superfamily)"
IPR001122,2,"Capsid protein C, flavivirus (domain)"
IPR036957,2,"Zinc finger, PARP-type superfamily (homologous_superfamily)"
IPR037103,2,"Tubulin/FtsZ-like, C-terminal domain (homologous_superfamily)"
IPR001058,2,Synuclein (family)
IPR023213,2,Chloramphenicol acetyltransferase-like domain superfamily (homologous_superfamily)
IPR037071,2,"Amyloidogenic glycoprotein, amyloid-beta peptide superfamily (homologous_superfamily)"
IPR037045,2,Peptidase S8 propeptide/proteinase inhibitor I9 superfamily (homologous_superfamily)
IPR037011,2,Phycoerythrin-like alpha chain superfamily (homologous_superfamily)
IPR023365,2,Sortase domain superfamily (homologous_superfamily)
IPR036959,2,"Peptidase C12, ubiquitin carboxyl-terminal hydrolase superfamily (homologous_superfamily)"
IPR036941,2,Receptor L-domain superfamily (homologous_superfamily)
IPR023168,2,"Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase, C-terminal, domain 2 (homologous_superfamily)"
IPR036930,2,WGR domain superfamily (homologous_superfamily)
IPR023594,2,"Haloalkane dehalogenase, subfamily 2 (family)"
IPR036917,2,"Orange carotenoid-binding protein, N-terminal domain superfamily (homologous_superfamily)"
IPR036908,2,RlpA-like domain superfamily (homologous_superfamily)
IPR036888,2,"DNA integrity scanning protein, DisA, N-terminal domain superfamily (homologous_superfamily)"
IPR024079,2,"Metallopeptidase, catalytic domain superfamily (homologous_superfamily)"
IPR036861,2,Endochitinase-like superfamily (homologous_superfamily)
IPR001627,2,Sema domain (domain)
IPR023198,2,"Phosphoglycolate phosphatase-like, domain 2 (homologous_superfamily)"
IPR023148,2,"tRNA (guanine-N(1)-)-methyltransferase, C-terminal domain superfamily (homologous_superfamily)"
IPR001881,2,EGF-like calcium-binding domain (domain)
IPR037841,2,"Histone-lysine N-methyltransferase SETD1A/B-like, SET domain (domain)"
IPR001870,2,B30.2/SPRY domain (domain)
IPR038286,2,Inositol polyphosphate kinase superfamily (homologous_superfamily)
IPR038280,2,"Telomere resolvase ResT/TelK, catalytic domain superfamily (homologous_superfamily)"
IPR001002,2,"Chitin-binding, type 1 (domain)"
IPR001007,2,VWFC domain (domain)
IPR038063,2,"L,D-transpeptidase catalytic domain-like (homologous_superfamily)"
IPR001850,2,"Non-structural protein NS3, peptidase S7, flavivirus (domain)"
IPR038055,2,"Flaviviral glycoprotein E, dimerisation domain (homologous_superfamily)"
IPR037838,2,"JAK2, FERM domain C-lobe (domain)"
IPR037151,2,Alpha-ketoglutarate-dependent dioxygenase AlkB-like superfamily (homologous_superfamily)
IPR001846,2,"von Willebrand factor, type D domain (domain)"
IPR001824,2,"Tyrosine-protein kinase, receptor class III, conserved site (conserved_site)"
IPR037534,2,Polymerase acidic protein (family)
IPR037527,2,Envelope glycoprotein Gp160 (family)
IPR037446,2,"Histidine acid phosphatase, VIP1 family (family)"
IPR001031,2,Thioesterase (domain)
IPR037172,2,Flavivirus capsid protein C superfamily (homologous_superfamily)
IPR022928,2,"RNA 2'-phosphotransferase KptA, putative (family)"
IPR011051,2,RmlC-like cupin domain superfamily (homologous_superfamily)
IPR016036,2,"Malonyl-CoA ACP transacylase, ACP-binding (homologous_superfamily)"
IPR006689,2,"Small GTPase superfamily, ARF/SAR type (family)"
IPR003877,2,SPRY domain (domain)
IPR000219,2,Dbl homology (DH) domain (domain)
IPR003879,2,"Butyrophylin-like, SPRY domain (domain)"
IPR000064,2,"Endopeptidase, NLPC/P60 domain (domain)"
IPR005199,2,"Glycoside hydrolase, family 79 (family)"
IPR000208,2,"RNA-directed RNA polymerase, fingers/palm subdomains, flavivirus (domain)"
IPR050143,2,Tripartite motif-containing (family)
IPR009079,2,"Four-helical cytokine-like, core (homologous_superfamily)"
IPR009078,2,Ferritin-like superfamily (homologous_superfamily)
IPR050158,2,Ubiquitin and ubiquitin-like (family)
IPR050108,2,Cyclin-dependent kinase (family)
IPR003578,2,Small GTPase Rho (family)
IPR051497,2,Developmental and Hematopoietic Transcription Factors (family)
IPR050494,2,Serine/threonine and dual-specificity kinase (family)
IPR052659,2,Nectin and Poliovirus Receptor (family)
IPR003347,2,JmjC domain (domain)
IPR009013,2,Attachment protein shaft domain superfamily (homologous_superfamily)
IPR050185,2,Ubiquitin carboxyl-terminal hydrolase (family)
IPR050194,2,Glycosyltransferase group 1 (family)
IPR005122,2,Uracil-DNA glycosylase-like (domain)
IPR050091,2,Polyketide and Nonribosomal Peptide Biosynthesis Enzymes (family)
IPR006060,2,"Maltose/Cyclodextrin ABC transporter, substrate-binding protein (family)"
IPR006170,2,Pheromone/general odorant binding protein (family)
IPR006207,2,"Cystine knot, C-terminal (domain)"
IPR010386,2,tRNA-hydroxylase MiaE (family)
IPR049486,2,"Flavivridae NS3 helicase, C-terminal helical domain (domain)"
IPR007197,2,Radical SAM (domain)
IPR007210,2,"ABC-type glycine betaine transport system, substrate-binding domain (domain)"
IPR003960,2,"ATPase, AAA-type, conserved site (conserved_site)"
IPR010286,2,METTL16/RlmF family (family)
IPR051200,2,Multi-functional host-pathogen interaction and enzymatic activity protein (family)
IPR049883,2,NOTCH1 EGF-like calcium-binding domain (domain)
IPR050338,2,DNA integrity scanning protein DisA (family)
IPR010071,2,Amino acid adenylation domain (domain)
IPR004682,2,"TRAP transporter solute receptor, DctP family (family)"
IPR007275,2,YTH domain (domain)
IPR007430,2,Bacterial virulence protein VirB8 (domain)
IPR050629,2,STE20/SPS1-related Proline-Alanine-rich Kinase (family)
IPR004808,2,AP endonuclease 1 (family)
IPR050614,2,Synaptic Scaffolding LAP/MAGUK Families (family)
IPR003649,2,"B-box, C-terminal (domain)"
IPR051532,2,Diverse Ester Hydrolysis Enzymes (family)
IPR005334,2,Dynein light chain Tctex-1 like (family)
IPR049329,2,"Tomato mosaic virus helicase, N-terminal domain (domain)"
IPR050259,2,Short-chain dehydrogenases/reductases (family)
IPR003789,2,Aspartyl/glutamyl-tRNA amidotransferase subunit B-like (homologous_superfamily)
IPR052091,2,Beta-alanine Activation and Resistance (family)
IPR005746,2,Thioredoxin (family)
IPR008352,2,Mitogen-activated protein (MAP) kinase p38-like (family)
IPR005754,2,Sortase family (family)
IPR008893,2,WGR domain (domain)
IPR005788,2,"Protein disulfide-isomerase, thioredoxin-like domain (domain)"
IPR051612,2,Teichoic Acid Biosynthesis Enzymes (family)
IPR008854,2,TPMT family (family)
IPR005638,2,"Pesticidal crystal protein, domain III (domain)"
IPR000152,2,EGF-type aspartate/asparagine hydroxylation site (ptm)
IPR008399,2,"Anthrax toxin receptor, C-terminal (domain)"
IPR000158,2,Cell division protein FtsZ (family)
IPR008400,2,"Anthrax toxin receptor, extracellular domain (domain)"
IPR051628,2,Linear Ubiquitination-Associated E3 Ligases (family)
IPR050314,2,Glycosyl Hydrolase Family 18 (family)
IPR050351,2,Two-component sensor protein kinase (family)
IPR050339,2,Cell Cycle and Stress Response Kinase (family)
IPR005639,2,"Pesticidal crystal protein, domain I (domain)"
IPR003390,2,"DNA integrity scanning protein, DisA, N-terminal (domain)"
IPR000182,2,GNAT domain (domain)
IPR052489,2,Leucine-rich repeat and WD repeat-containing protein 1 (family)
IPR005384,2,Duffy antigen/chemokine receptor (family)
IPR008982,2,"Adenovirus pIV-like, attachment domain (homologous_superfamily)"
IPR050214,2,Cysteine synthase/Cystathionine beta-synthase (family)
IPR000069,2,"Envelope glycoprotein M, flavivirus (domain)"
IPR008280,2,"Tubulin/FtsZ, C-terminal (homologous_superfamily)"
IPR008972,2,Cupredoxin (homologous_superfamily)
IPR005435,2,"Gamma-aminobutyric-acid A receptor, alpha 5 subunit (family)"
IPR003819,2,TauD/TfdA-like domain (domain)
IPR008288,2,Poly [ADP-ribose] polymerase (family)
IPR050415,2,Multicomponent Reductase Electron Transfer (family)
IPR008297,2,Notch (family)
IPR050436,2,Iron-regulated surface determinant protein A (family)
IPR008966,2,Adhesion domain superfamily (homologous_superfamily)
IPR005490,2,"L,D-transpeptidase catalytic domain (domain)"
IPR050227,2,Ras-related protein Rab (family)
IPR051594,2,KRIT1/FRMD8 (family)
IPR005522,2,Inositol polyphosphate kinase (family)
IPR006029,2,Neurotransmitter-gated ion-channel transmembrane domain (domain)
IPR010496,2,3-keto-disaccharide hydrolase (domain)
IPR007554,2,CDP-glycerol glycerophosphotransferase (family)
IPR000071,2,"Immunodeficiency lentiviral matrix, N-terminal (domain)"
IPR004087,2,K Homology domain (domain)
IPR004143,2,"Biotinyl protein ligase (BPL) and lipoyl protein ligase (LPL), catalytic domain (domain)"
IPR048875,2,"BIRC2/3-like, UBA domain (domain)"
IPR048891,2,"Non-structural protein 3, zinc-binding domain (domain)"
IPR004228,2,Phycoerythrin alpha chain (domain)
IPR004302,2,"Cellulose/chitin-binding protein, N-terminal (domain)"
IPR010660,2,"Notch, NOD domain (domain)"
IPR006574,2,SPRY-associated (domain)
IPR050800,2,ADP-ribosyltransferase diphtheria toxin-like (family)
IPR003126,2,"Zinc finger, UBR-type (domain)"
IPR010661,2,Reverse transcriptase thumb (domain)
IPR004088,2,"K Homology domain, type 1 (domain)"
IPR048498,2,"USP8, WW domain (domain)"
IPR050784,2,Inhibitor of Apoptosis (family)
IPR004089,2,Methyl-accepting chemotaxis protein (MCP) signalling domain (domain)
IPR010991,2,"p53, tetramerisation domain (domain)"
IPR050780,2,Mucin/von Willebrand/Thrombospondin superfamily (family)
IPR003139,2,Delta-retroviral matrix protein (domain)
IPR050935,2,Bromodomain-containing chromatin reader (family)
IPR050906,2,Notch signaling pathway (family)
IPR050736,2,Sensor Histidine Kinase Regulatory (family)
IPR004020,2,DAPIN domain (domain)
IPR010659,2,Reverse transcriptase connection (domain)
IPR003614,2,"Knottin, scorpion toxin-like (domain)"
IPR004182,2,GRAM domain (domain)
IPR051024,2,GlcNAc and Chitin Interaction and Degradation (family)
IPR006680,2,Amidohydrolase-related (domain)
IPR010987,2,"Glutathione S-transferase, C-terminal-like (domain)"
IPR010982,2,"Lambda repressor-like, DNA-binding domain superfamily (homologous_superfamily)"
IPR006211,2,Furin-like cysteine-rich domain (domain)
IPR006424,2,"Glyceraldehyde-3-phosphate dehydrogenase, type I (family)"
IPR003616,2,Post-SET domain (domain)
IPR006212,2,Furin-like repeat (repeat)
IPR049296,2,"PARP1-like, PADR1 domain, N-terminal helical subdomain (domain)"
IPR004005,2,Calicivirus coat protein (domain)
IPR050759,2,Serine proteases and regulators with kringle domains (family)
IPR055251,2,"SOS1/NGEF-like, PH domain (domain)"
IPR050991,2,Extracellular Matrix Regulatory Proteins (family)
IPR003116,2,Raf-like Ras-binding (domain)
IPR011008,2,Dimeric alpha-beta barrel (homologous_superfamily)
IPR010994,2,RuvA domain 2-like (homologous_superfamily)
IPR036938,1,Phosphatidic acid phosphatase type 2/haloperoxidase superfamily (homologous_superfamily)
IPR038355,1,Tumor necrosis factor alpha-induced protein 8-like superfamily (homologous_superfamily)
IPR050979,1,"Bacterial L,D-transpeptidase (family)"
IPR036944,1,"Peptidyl-prolyl cis-trans isomerase, FKBP-type, N-terminal domain superfamily (homologous_superfamily)"
IPR036914,1,Methylglyoxal synthase-like domain superfamily (homologous_superfamily)
IPR050955,1,Plant Biomass Hydrolyzing Esterase (family)
IPR036924,1,Prion/Doppel beta-ribbon domain superfamily (homologous_superfamily)
IPR036943,1,Fibronectin type II domain superfamily (homologous_superfamily)
IPR051559,1,Hypoxia-inducible factor prolyl hydroxylases (family)
IPR036921,1,"PurM-like, N-terminal domain superfamily (homologous_superfamily)"
IPR050940,1,Actin-regulating Serine/Threonine Kinase (family)
IPR051550,1,SCF Complex Subunits and Alginate Epimerases (family)
IPR036912,1,Haem-binding HasA superfamily (homologous_superfamily)
IPR000998,1,MAM domain (domain)
IPR051536,1,"Uracil-DNA glycosylase family, Type-4/5 (family)"
IPR050937,1,TEC1/TEAD Transcription Factor (family)
IPR036922,1,Rieske [2Fe-2S] iron-sulphur domain superfamily (homologous_superfamily)
IPR036939,1,"Copper type II, ascorbate-dependent monooxygenase, N-terminal domain superfamily (homologous_superfamily)"
IPR036936,1,CRIB domain superfamily (homologous_superfamily)
IPR036937,1,Fimbrial-type adhesion domain superfamily (homologous_superfamily)
IPR050891,1,TatD-type Metallo-dependent Hydrolase (family)
IPR001077,1,O-methyltransferase domain (domain)
IPR036901,1,Aspartate/ornithine carbamoyltransferase superfamily (homologous_superfamily)
IPR001103,1,Androgen receptor (family)
IPR038507,1,YcnI-like superfamily (homologous_superfamily)
IPR050841,1,
IPR051620,1,Viral Helicase-Primase Complex (family)
IPR001119,1,S-layer homology domain (domain)
IPR038537,1,TRAP transporter T-component superfamily (homologous_superfamily)
IPR051652,1,MDM2/MDM4 and MUL1 (family)
IPR036859,1,CAP Gly-rich domain superfamily (homologous_superfamily)
IPR036857,1,Thyroglobulin type-1 superfamily (homologous_superfamily)
IPR051686,1,Outer membrane lipoprotein DolP (family)
IPR036844,1,Hint domain superfamily (homologous_superfamily)
IPR038547,1,"CBP/p300, atypical RING domain superfamily (homologous_superfamily)"
IPR001126,1,UmuC domain (domain)
IPR036821,1,Peptide deformylase superfamily (homologous_superfamily)
IPR051712,1,Mono-ADP-ribosyltransferase and antiviral protein (family)
IPR050829,1,CorA Metal Ion Transporter (family)
IPR036820,1,Archease domain superfamily (homologous_superfamily)
IPR036865,1,CRAL-TRIO lipid binding domain superfamily (homologous_superfamily)
IPR050844,1,Coatomer complex subunit (family)
IPR001093,1,IMP dehydrogenase/GMP reductase (domain)
IPR036883,1,PDCD5-like superfamily (homologous_superfamily)
IPR038383,1,"CGT/MARTX, cysteine protease (CPD) domain superfamily (homologous_superfamily)"
IPR036897,1,"Carbamoyl-phosphate synthetase, large subunit oligomerisation domain superfamily (homologous_superfamily)"
IPR000994,1,Peptidase M24 (domain)
IPR036892,1,L27 domain superfamily (homologous_superfamily)
IPR001080,1,3Fe-4S ferredoxin (family)
IPR051600,1,Beta-phosphoglucomutase-like (family)
IPR036885,1,SWIB/MDM2 domain superfamily (homologous_superfamily)
IPR001082,1,Fimbrial protein pilin (family)
IPR038482,1,Periplasmic metal-binding protein Tp34-type superfamily (homologous_superfamily)
IPR036876,1,UVR domain superfamily (homologous_superfamily)
IPR050850,1,"Peptidase S1 family, Elastase subfamily (family)"
IPR001084,1,"Microtubule associated protein, tubulin-binding repeat (repeat)"
IPR001090,1,Ephrin receptor ligand binding domain (domain)
IPR038468,1,"Transport accessory protein MmpS, C-terminal (homologous_superfamily)"
IPR038476,1,"UvrC, RNAse H endonuclease domain superfamily (homologous_superfamily)"
IPR036871,1,PX domain superfamily (homologous_superfamily)
IPR036947,1,POLO box domain superfamily (homologous_superfamily)
IPR037934,1,"RIP1, Death domain (domain)"
IPR051043,1,Sulfatase Modifying Factor and Kinase (family)
IPR037238,1,YbiA-like superfamily (homologous_superfamily)
IPR038114,1,"GPAT, N-terminal domain superfamily (homologous_superfamily)"
IPR037321,1,KIN17-like protein (family)
IPR037318,1,"Hex1, S1 domain (domain)"
IPR051230,1,Amyloid-beta A4 Precursor Protein-Binding (family)
IPR037275,1,"Zinc finger, CTCHY-type superfamily (homologous_superfamily)"
IPR037274,1,"Zinc finger, CHY-type superfamily (homologous_superfamily)"
IPR037259,1,BRK domain superfamily (homologous_superfamily)
IPR037239,1,Oxysterol-binding protein superfamily (homologous_superfamily)
IPR001029,1,"Flagellin, N-terminal domain (domain)"
IPR037179,1,"Nucleocapsid protein, C-terminal (homologous_superfamily)"
IPR051236,1,Histone acetyltransferase RTT109-like (family)
IPR037217,1,"Tryptophan/Indoleamine 2,3-dioxygenase-like (homologous_superfamily)"
IPR051239,1,2'-Deoxynucleoside 5'-phosphate N-hydrolase (family)
IPR037202,1,ESCRT assembly domain (homologous_superfamily)
IPR001040,1,Translation Initiation factor eIF- 4e (family)
IPR038120,1,"RNA polymerase Rpb1, funnel domain superfamily (homologous_superfamily)"
IPR037196,1,"HSP90, C-terminal domain (homologous_superfamily)"
IPR037195,1,"Nucleocapsid protein, N-terminal (homologous_superfamily)"
IPR038096,1,TEA/ATTS domain superfamily (homologous_superfamily)
IPR037324,1,"Transferrin receptor protein 1/2, PA domain (domain)"
IPR037433,1,"ISG20, DEDDh 3'-5' exonuclease domain (domain)"
IPR001015,1,Ferrochelatase (family)
IPR037963,1,"Apoptotic Protease-Activating Factor 1, CARD domain (domain)"
IPR037883,1,Knr4/Smi1-like domain superfamily (homologous_superfamily)
IPR038028,1,Nucleosome-remodeling factor subunit BPTF (family)
IPR051178,1,TfdA dioxygenase (family)
IPR001025,1,Bromo adjacent homology (BAH) domain (domain)
IPR037770,1,Cyclin-dependent kinase 7 (family)
IPR037682,1,"TonB, C-terminal (domain)"
IPR051188,1,PHD-type Zinc Finger Domain-Containing Protein (family)
IPR051194,1,
IPR038057,1,EV matrix domain superfamily (homologous_superfamily)
IPR037595,1,Reversibly glycosylated polypeptide family (family)
IPR051175,1,Dual specificity CLK kinases (family)
IPR051170,1,Neural and epithelial cell adhesion domain-containing protein (family)
IPR037532,1,"Peptidoglycan D,D-transpeptidase FtsI (family)"
IPR051202,1,Peptidase C40 (family)
IPR037523,1,Vicinal oxygen chelate (VOC) domain (domain)
IPR038081,1,CalX-like domain superfamily (homologous_superfamily)
IPR051148,1,Zona Pellucida Domain Glycoprotein (family)
IPR038142,1,Cytochrome P460 superfamily (homologous_superfamily)
IPR036961,1,Kinesin motor domain superfamily (homologous_superfamily)
IPR051048,1,Peptidase S8/S53 subtilisin kexin sedolisin (family)
IPR051429,1,Encapsulin nanocompartment (family)
IPR037080,1,"Capsid protein VP4 superfamily, Picornavirus (homologous_superfamily)"
IPR037073,1,"Nuclear receptor coactivator, CREB-bp-like, interlocking domain superfamily (homologous_superfamily)"
IPR051090,1,Inositol Monophosphatase Superfamily (family)
IPR051465,1,Cell Envelope Structural Component (family)
IPR051083,1,Group II Intron Splicing and Mobility/Defense (family)
IPR037059,1,"Rel homology domain (RHD), DNA-binding domain superfamily (homologous_superfamily)"
IPR001064,1,Beta/gamma crystallin (domain)
IPR051477,1,Plant Cell Wall Expansin (family)
IPR037176,1,Osmotin/thaumatin-like superfamily (homologous_superfamily)
IPR037019,1,"Glycoside hydrolase family 7, catalytic domain superfamily (homologous_superfamily)"
IPR051482,1,Cholesterol transport domain-containing protein (family)
IPR036988,1,Picornavirus coat protein VP4 superfamily (homologous_superfamily)
IPR051045,1,TonB-dependent transporter energy transducer (family)
IPR036987,1,SRA-YDG superfamily (homologous_superfamily)
IPR037899,1,"SNX25, PX domain (domain)"
IPR036971,1,"3'5'-cyclic nucleotide phosphodiesterase, catalytic domain superfamily (homologous_superfamily)"
IPR036964,1,"Ras guanine-nucleotide exchange factor, catalytic domain superfamily (homologous_superfamily)"
IPR038257,1,CRISPR-associated Cas3-type HD domain superfamily (homologous_superfamily)
IPR038254,1,"DNA/RNA-binding protein KIN17, WH-like domain superfamily (homologous_superfamily)"
IPR038252,1,"Ubiquitin-activating enzyme E1, C-terminal domain superfamily (homologous_superfamily)"
IPR051418,1,Spondin/Thrombospondin type-1 domain-containing (family)
IPR051247,1,RISC Loading Complex Component (family)
IPR037163,1,"Spermidine synthase, tetramerisation domain superfamily (homologous_superfamily)"
IPR051265,1,HIBADH-related NP60 subfamily (family)
IPR051129,1,
IPR037160,1,"DNA polymerase, thumb domain superfamily (homologous_superfamily)"
IPR051266,1,Calcium-activated chloride channel regulator (family)
IPR037143,1,4'-phosphopantetheinyl transferase domain superfamily (homologous_superfamily)
IPR001045,1,Spermidine/spermine synthases (family)
IPR037132,1,"Protein N-terminal glutamine amidohydrolase, alpha beta roll superfamily (homologous_superfamily)"
IPR051269,1,Iron-sulfur cluster electron transport (family)
IPR051270,1,Tyrosine-tRNA ligase and regulatory protein (family)
IPR037123,1,"Phosphoribosylglycinamide synthetase, C-domain superfamily (homologous_superfamily)"
IPR037104,1,Annexin superfamily (homologous_superfamily)
IPR000070,1,"Pectinesterase, catalytic (domain)"
IPR051122,1,Short-chain dehydrogenase/reductase superfamily enzyme (family)
IPR038207,1,DIX domain superfamily (homologous_superfamily)
IPR051336,1,Rho GTPase-activating Guanine Nucleotide Exchange Factors (family)
IPR051713,1,T-cell Activation and Immune Regulation Protein (family)
IPR048328,1,"Dyp-type peroxidase, C-terminal domain (domain)"
IPR051744,1,AP2-associated Ser/Thr protein kinase (family)
IPR054694,1,"E3 ubiquitin-protein ligase parkin-like, IBR domain (domain)"
IPR000010,1,Cystatin domain (domain)
IPR054878,1,Endonuclease VIII Nei2 (family)
IPR036051,1,KRAB domain superfamily (homologous_superfamily)
IPR036041,1,Ribosome-inactivating protein superfamily (homologous_superfamily)
IPR036038,1,"Aminotransferase-like, PLP-dependent enzymes (homologous_superfamily)"
IPR001328,1,Peptidyl-tRNA hydrolase (family)
IPR001330,1,Prenyltransferase alpha-alpha toroid domain (domain)
IPR054930,1,GTP-dependent dephospho-CoA kinase family (family)
IPR036020,1,WW domain superfamily (homologous_superfamily)
IPR036005,1,Creatinase/aminopeptidase-like (homologous_superfamily)
IPR055004,1,"CFAP410, C-terminal domain (domain)"
IPR055005,1,"S-layer protein, domain II (domain)"
IPR055006,1,"S-layer protein, N-terminal domain (domain)"
IPR055008,1,"MrpR, C-terminal catalytic domain (domain)"
IPR055009,1,"MrpR, N-terminal core-binding domain (domain)"
IPR035985,1,Ubiquitin-activating enzyme (homologous_superfamily)
IPR001345,1,"Phosphoglycerate/bisphosphoglycerate mutase, active site (active_site)"
IPR055034,1,Mu Gam/Sipho_Gp157-like domain of the TOTE conflict systems (domain)
IPR001346,1,"Interferon regulatory factor, DNA-binding domain (domain)"
IPR035976,1,Sushi/SCR/CCP superfamily (homologous_superfamily)
IPR035972,1,Gamma-carboxyglutamic acid-rich (GLA) domain superfamily (homologous_superfamily)
IPR054759,1,"RickCE-like, catalytic domain (domain)"
IPR054643,1,Thiopeptide maturation pyridine synthase TbtD/PbtD (family)
IPR053958,1,"HMGCR/SNAP/NPC1-like, sterol-sensing domain (domain)"
IPR054555,1,Type III secretion system effector HopBF1-like (domain)
IPR054057,1,"Campylobacter invasion antigen D, C-terminal (domain)"
IPR001295,1,"Dihydroorotate dehydrogenase, conserved site (conserved_site)"
IPR036290,1,Phenylalanine zipper superfamily (homologous_superfamily)
IPR054124,1,"MIC2-associated protein, beta-domain (domain)"
IPR036278,1,Sialidase superfamily (homologous_superfamily)
IPR036264,1,Bacterial exopeptidase dimerisation domain (homologous_superfamily)
IPR054347,1,"TOTE conflict system, primase domain (domain)"
IPR054399,1,"Fervidolysin-like, N-terminal prodomain (domain)"
IPR036237,1,Xylose isomerase-like superfamily (homologous_superfamily)
IPR001307,1,"Thiosulphate sulfurtransferase, conserved site (conserved_site)"
IPR001309,1,"Peptidase C14, p20 domain (domain)"
IPR054416,1,"Glutathione S-transferase UstS-like , C-terminal domain (domain)"
IPR000058,1,"Zinc finger, AN1-type (domain)"
IPR036186,1,Serpin superfamily (homologous_superfamily)
IPR036183,1,YajQ-like superfamily (homologous_superfamily)
IPR000011,1,Ubiquitin/SUMO-activating enzyme E1-like (family)
IPR036149,1,"APC, N-terminal coiled-coil domain superfamily (homologous_superfamily)"
IPR036140,1,Profilin superfamily (homologous_superfamily)
IPR036138,1,"Penicillin-binding protein, dimerisation domain superfamily (homologous_superfamily)"
IPR001322,1,Lamin tail domain (domain)
IPR001325,1,Interleukin-4/interleukin-13 (family)
IPR001347,1,SIS domain (domain)
IPR035959,1,RutC-like superfamily (homologous_superfamily)
IPR035937,1,"MutM-like, N-terminal (homologous_superfamily)"
IPR035925,1,BSD domain superfamily (homologous_superfamily)
IPR035570,1,"UPF0234, N-terminal (homologous_superfamily)"
IPR055228,1,"Cas9, RuvC domain (domain)"
IPR035461,1,GmhA/DiaA (family)
IPR035441,1,TFIIS/LEDGF domain superfamily (homologous_superfamily)
IPR035246,1,"Spermidine synthase, tetramerisation domain (domain)"
IPR035243,1,"TamA, POTRA domain 1 (domain)"
IPR035100,1,"Transcription elongation factor, IIS-type (family)"
IPR035092,1,"EV matrix protein, C-terminal (homologous_superfamily)"
IPR035057,1,"SH2B1, SH2 domain (domain)"
IPR035001,1,"PTBP1, RNA recognition motif 3 (domain)"
IPR035000,1,"PTBP1, RNA recognition motif 1 (domain)"
IPR034968,1,Reelin (family)
IPR034750,1,CULT domain (domain)
IPR034732,1,Extended PHD (ePHD) domain (domain)
IPR034707,1,Envelope glycoprotein N (family)
IPR034690,1,Endolysin T4 type (family)
IPR034686,1,Terpene cyclase-like 2 (family)
IPR034670,1,"Checkpoint kinase 1, catalytic domain (domain)"
IPR034663,1,"Classical Protein Kinase C alpha, catalytic domain (domain)"
IPR034468,1,"Set1B, RNA recognition motif (domain)"
IPR034467,1,"Set1A, RNA recognition motif (domain)"
IPR035571,1,"UPF0234-like, C-terminal (homologous_superfamily)"
IPR055163,1,"ALK/LTK-like, glycine-rich domain (domain)"
IPR035587,1,"DUS-like, FMN-binding domain (domain)"
IPR055129,1,YEATS domain (domain)
IPR001367,1,"Iron dependent repressor, metal binding and dimerisation domain (domain)"
IPR035907,1,"7,8-Dihydro-6-hydroxymethylpterin-pyrophosphokinase HPPK superfamily (homologous_superfamily)"
IPR035906,1,MetI-like superfamily (homologous_superfamily)
IPR055041,1,"Peptidoglycan O-acetylesterase, N-terminal (domain)"
IPR035901,1,GIY-YIG endonuclease superfamily (homologous_superfamily)
IPR055091,1,Carrier-protein-independent halogenase WelO5-like (family)
IPR035898,1,TAZ domain superfamily (homologous_superfamily)
IPR035896,1,AN1-like Zinc finger (homologous_superfamily)
IPR001375,1,"Peptidase S9, prolyl oligopeptidase, catalytic domain (domain)"
IPR035852,1,"Tyrosine-protein kinase Lyn, SH2 domain (domain)"
IPR055140,1,"Thiolase, C-terminal domain 2 (domain)"
IPR035838,1,"SYK/ZAP-70, N-terminal SH2 domain (domain)"
IPR035837,1,"Tyrosine-protein kinase ABL, SH2 domain (domain)"
IPR035825,1,"Alpha Spectrin, SH3 domain (domain)"
IPR055135,1,Protein arginine N-methyltransferase domain (domain)
IPR035814,1,"Procollagen C-endopeptidase enhancer, NTR domain (domain)"
IPR035787,1,"E3 ubiquitin-protein ligase TRIM58, PRY/SPRY domain (domain)"
IPR035748,1,"Tyrosine-protein kinase Lyn, SH3 domain (domain)"
IPR035686,1,"Carbamoyl-phosphate synthase small subunit, GATase1 domain (domain)"
IPR035680,1,"Hydroxyacylglutathione hydrolase, MBL domain (domain)"
IPR036305,1,RGS domain superfamily (homologous_superfamily)
IPR001251,1,CRAL-TRIO lipid binding domain (domain)
IPR036817,1,Transthyretin/hydroxyisourate hydrolase domain superfamily (homologous_superfamily)
IPR001158,1,DIX domain (domain)
IPR036679,1,FlgN-like superfamily (homologous_superfamily)
IPR036676,1,"PurM-like, C-terminal domain superfamily (homologous_superfamily)"
IPR052123,1,Non-receptor Tyrosine Phosphatase (family)
IPR050824,1,Bacterial Thiol:disulfide Interchange Protein DsbA (family)
IPR036649,1,Inorganic pyrophosphatase superfamily (homologous_superfamily)
IPR052164,1,Anthracycline and Secondary Metabolite Biosynthesis Protein (family)
IPR052193,1,Peptidase C59 family enzymes (family)
IPR052257,1,
IPR052291,1,
IPR036648,1,Nitrile hydratase alpha /Thiocyanate hydrolase gamma superfamily (homologous_superfamily)
IPR036641,1,HPT domain superfamily (homologous_superfamily)
IPR052293,1,Serine-Rich Repeat Protein (SRRP) (family)
IPR036634,1,PRD domain superfamily (homologous_superfamily)
IPR001165,1,T4-type lysozyme (family)
IPR052354,1,Bacterial Cell Wall Dynamics Protein (family)
IPR036604,1,Phosphoribosylformylglycinamidine synthase subunit PurS-like superfamily (homologous_superfamily)
